"id","name","place_id","address","type","beds","phone","email","website","created_at"
"362","Clinique Grand Atlas",NULL,"BP 115, Route de Rabat, Casablanca","CLINIQUE","150",NULL,"info@cliniquegrandatlas.ma","https://www.cliniquegrandatlas.ma","2025-12-14 14:22:20"
"363","Clinique El Hitmi",NULL,"Boulevard Mohammed V, Fès 30000","CLINIQUE","150","0535353535","info@elhitmi.ma","https://www.elhitmi.ma","2025-12-14 14:22:20"
"364","Clinique spécialisée Menara المصحة المختصة المنارة",NULL,"Boulevard de la Menara, Marrakech","CLINIQUE","150","0524433131",NULL,NULL,"2025-12-14 14:22:20"
"365","Clinique Dr Boudali",NULL,NULL,"CLINIQUE","60",NULL,NULL,NULL,"2025-12-14 14:22:20"
"366","Clinique Ben Moussa",NULL,"87 RUE OMAR EL DRISSI, Ville non spécifiée","CLINIQUE","30","0535622734",NULL,NULL,"2025-12-14 14:22:20"
"367","Hopital ait bayoud مستشفى أيت بيوض",NULL,"Route de la ville, Aït Bayoud, Province de Tiznit","HÔPITAL","150","0528888888","hopital.aitbayoud@maroc.hopitaux","https://hopital.aitbayoud.ma","2025-12-14 14:22:20"
"368","Hôpital Ben Guerir مستشفى ابن جرير",NULL,"Route de Marrakech, 43150 Ibn Sina, Ben Guerir, Marrakech-Safi","HÔPITAL","550",NULL,NULL,NULL,"2025-12-14 14:22:20"
"369","Clinique Almajd","136","Boulevard Mohammed VI, Fès","CLINIQUE","150","0535353535","info@cliniquealmajd.ma","https://www.cliniquealmajd.ma","2025-12-14 14:22:20"
"370","Centre Hémodialyse Moulay Driss",NULL,"Route de Rabat, 10000 Fès","CLINIQUE","20","0535636363",NULL,NULL,"2025-12-14 14:22:20"
"371","Clinique les Mimosas",NULL,NULL,"CLINIQUE","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"372","Clinique Les Jumelles",NULL,"Rue des Jumelles, Casablanca","CLINIQUE","100","0535656363","info@lesjumelles.ma","https://www.lesjumelles.ma","2025-12-14 14:22:20"
"373","Clinique Saada",NULL,"Rue de la Clinique, Casablanca","CLINIQUE","50","0522334455","cliniquesaada@gmail.com","https://cliniquesaada.ma","2025-12-14 14:22:20"
"374","clique assalam",NULL,"Ait Skatou","CLINIQUE","80","0535930185",NULL,NULL,"2025-12-14 14:22:20"
"375","Polyclinique du Rif مصحة الريف",NULL,"Route de Tanger, 52000 Al Hoceima","CLINIQUE","200","0539535353",NULL,NULL,"2025-12-14 14:22:20"
"376","Afergoulla",NULL,NULL,"HÔPITAL","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"377","Avicenne ابن سينا",NULL,"Rue Ibn Sina, Casablanca","CLINIQUE","500","0522793300","avicenne@hopitalavicenne.ma","https://www.hopitalavicenne.ma","2025-12-14 14:22:20"
"378","Hôpital Mariouari et Idoudouhan ⵙⴻⴱⴼⵉⵟⴰⵔ ⴻⵏ ⵢ'ⴷⵓⴷⵓⵃⴻⵏ مستشفى ماريواري وإدودوحن",NULL,NULL,"HÔPITAL","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"379","Centre de Santé Communal Iznaguen المركز السحي الجماعي إزناكن",NULL,NULL,"CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"380","Clinique Bournazel",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"381","Laboratoire d'analyses médicales Attacharouk",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"382","Poste médical",NULL,NULL,"HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"383","département médico technique centre de diagnostic",NULL,NULL,"HÔPITAL","700",NULL,NULL,NULL,"2025-12-14 14:22:20"
"384","Centre de santé comunal Birganouz",NULL,NULL,"CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"385","Polyclinique Annakhil",NULL,NULL,"CLINIQUE","90","0535693704","info@polyclinique-annakhil.ma","https://www.polyclinique-annakhil.ma/","2025-12-14 14:22:20"
"386","clinique Zohour",NULL,"Avenue Mohammed VI, 10000 Casablanca","CLINIQUE","150","0522334455","info@cliniquezohour.ma","https://cliniquezohour.ma","2025-12-14 14:22:20"
"387","Clinique Rabat Zaers",NULL,"Boulevard Mohammed VI, Zaers, Rabat","CLINIQUE","120","0537656565",NULL,NULL,"2025-12-14 14:22:20"
"388","Cabinet Cardiologue",NULL,NULL,"CLINIQUE","30","0535641464",NULL,NULL,"2025-12-14 14:22:20"
"389","Cabinet de Rheumatologie",NULL,"rue mohamed ZARKTOUNI, Fès","HÔPITAL","600","0535625099",NULL,NULL,"2025-12-14 14:22:20"
"390","Arrazi Radiologie","144","Tanger","CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"391","Centre De Biologic Medicale","144","Zone Industrielle, Tanger","CLINIQUE","300","0539933131","cbm@cbm.ma","https://www.cbm.ma","2025-12-14 14:22:20"
"392","Laboratore de Biologie Medicale Casa Analyses",NULL,"Rue de la Biologie Médicale, Casa-Annees","CLINIQUE","500","0522334455","info@casanalyses.ma","https://www.casanalyses.ma","2025-12-14 14:22:20"
"393","Clinique Aoufi","144","Tanger","CLINIQUE","50","0539935353","clinique.aoufi@gmail.com","https://clinique-aoufi.ma","2025-12-14 14:22:20"
"394","Clinique Zarhoun",NULL,"Rue Hassan II, Casablanca","CLINIQUE","150","0522434343","info@cliniquezarhoun.ma","https://cliniquezarhoun.ma","2025-12-14 14:22:20"
"395","Clinique les princes مصحة الأمراء",NULL,"Rue des Princes, Casablanca","HÔPITAL","150","0522334455","info@lesprinces.ma","https://www.lesprinces.ma","2025-12-14 14:22:20"
"396","Infirmary",NULL,NULL,"HÔPITAL","70",NULL,NULL,NULL,"2025-12-14 14:22:20"
"397","Clinique Hamdani",NULL,"Boulevard Mohammed VI, 20100 Casablanca","CLINIQUE","150","0522334455","clinique.hamdani@gmail.com","https://cliniquehamdani.ma","2025-12-14 14:22:20"
"398","Clinique Hermitage",NULL,"Boulevard de l'Académie, 10 000 Rabat","CLINIQUE","120","0537737373","clinique.hermitage@maroc.dz","https://clinique-hermitage.ma","2025-12-14 14:22:20"
"399","Chirurgie Generale Medecine Nucleaire",NULL,"Rue des Champs-Élysées, Casablanca","CLINIQUE","150","0522334455","info@chirurgiegeneralemedecine.com","https://chirurgiegeneralemedecine.ma","2025-12-14 14:22:20"
"400","Mosah Medical",NULL,"Boulevard de l'Armée Royale, 10170 Casablanca","CLINIQUE","200","0522334455","info@mosahmedical.ma","https://www.mosahmedical.ma","2025-12-14 14:22:20"
"401","clinique nour",NULL,"6 rue Kasem Amine, [ville non spécifiée]","CLINIQUE","80","0535944647",NULL,NULL,"2025-12-14 14:22:20"
"402","clinique haj abdehadi",NULL,"Ain Kadous, Fès","CLINIQUE","70","0535700470",NULL,NULL,"2025-12-14 14:22:20"
"403","Centre Ibtissam",NULL,NULL,"CLINIQUE","60",NULL,NULL,NULL,"2025-12-14 14:22:20"
"404","Cabinet Medicale",NULL,NULL,"CLINIQUE","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"405","Cabinet De Pêdiatrie",NULL,NULL,"CLINIQUE","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"406","Riyadh Al Qastani Hospital مستشفى رياض القسطاني",NULL,"Riyadh Al Qastani Hospital, Casablanca","HÔPITAL","500","0522334455","info@riyadh-al-qastani-hospital.ma","https://www.riyadh-al-qastani-hospital.ma","2025-12-14 14:22:20"
"407","أمراض القلب",NULL,"الدار البيضاء","CLINIQUE","40","0522369785",NULL,NULL,"2025-12-14 14:22:20"
"408","مصحة المبادرة",NULL,"الدار البيضاء","CLINIQUE","150","0522792345",NULL,NULL,"2025-12-14 14:22:20"
"409","clinique kindi",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"410","clinique Elmouahidin",NULL,"Rue El Mokhtar Arssna, 40000 Marrakech","CLINIQUE","70","0524433131",NULL,NULL,"2025-12-14 14:22:20"
"411","clinique ain saba3",NULL,NULL,"CLINIQUE","500",NULL,NULL,NULL,"2025-12-14 14:22:20"
"412","Clinique Andalouss مصحة الاندلس",NULL,"Boulevard Mohammed VI, 40000 Marrakech","CLINIQUE","150","0524434343","info@cliniqueandalouss.ma","https://www.cliniqueandalouss.ma","2025-12-14 14:22:20"
"413","Laboratory",NULL,NULL,"HÔPITAL","120",NULL,NULL,NULL,"2025-12-14 14:22:20"
"414","Akdital Clinique Ain Berja",NULL,"Route de la clinique, Ain Berja","CLINIQUE","120","0588833456","info@akdital.ma","https://www.akdital.ma","2025-12-14 14:22:20"
"415","clinique firdaous",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"416","Obstetrics and Gynecology Clinic",NULL,NULL,"CLINIQUE","60",NULL,NULL,NULL,"2025-12-14 14:22:20"
"417","مصحة تعاضدية رجال التعليم - كنوبس",NULL,"Route de Kenouas, Kenouas, Kenitra","CLINIQUE","200","0535444444","mohamed.aziz@edu.ma","https://www.education.ma","2025-12-14 14:22:20"
"418","مركز الفحص بالاشعة- النافورة",NULL,"Rue de la Nafoura, Casablanca","CLINIQUE","40","0537361942",NULL,NULL,"2025-12-14 14:22:20"
"419","Dr Badaoui ABDELLATIF Ophtalmo",NULL,NULL,"CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"420","مستشفى",NULL,"Route de Fes, 53000 Beni Mellal","CLINIQUE","500",NULL,"hopital.benimellal@ministere-sante.gov.ma","https://www.hopital-benimellal.ma","2025-12-14 14:22:20"
"421","polyclinique dar asseha",NULL,NULL,"CLINIQUE","80","0535516110",NULL,NULL,"2025-12-14 14:22:20"
"422","Hospital CNSS",NULL,"BP 1346, Rabat","HÔPITAL","1000","0537737373",NULL,NULL,"2025-12-14 14:22:20"
"423","Cabinet Dr Siham BENALI OUMJOUD",NULL,"Route de Sidi Allal El Bahraoui, Sidi Allal El Bahraoui","HÔPITAL","50","0528233456","dr.siham.benali@hopital-sidi-allal-el-bahraoui.ma","https://cabinet-docteur-siham-benali-oumjoud.business.site/website/cabinet-docteur-siham-benali-oumjoud/","2025-12-14 14:22:20"
"424","Urgences","149","Route de la plage, Tit Mellil","HÔPITAL","150","0522331777","urgences.titmellil@hopital-marocain.ma","https://hopital-marocain.ma/urgences-tit-mellil","2025-12-14 14:22:20"
"425","مصحة الوفاق - Infirmerie Alwifak",NULL,"Route de Rabat, 10000 Casablanca","CLINIQUE","200","0522334455","infirmerie.alwifak@gmail.com","https://www.alwifak-hospital.ma","2025-12-14 14:22:20"
"426","Hôpital Privé Al Khiraoui",NULL,"Rue Al Khiraoui, Casablanca","HÔPITAL","200","0522334455","info@al-khiraoui.ma","https://www.al-khiraoui.ma","2025-12-14 14:22:20"
"427","مستوصف حي عين الرحمة",NULL,"الدار البيضاء, مقاطعة عين الرحمة","HÔPITAL","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"428","مستشفى الحسن الثاني",NULL,"Route de Rabat, 10 000 Casablanca","HÔPITAL","1200","0537633333","info@hopital-hassan2.ma","https://hopital-hassan2.ma","2025-12-14 14:22:20"
"429","Mustawsaf Sidi Zouine",NULL,"Route de Sidi Zouine, 24000 Sidi Zouine","CLINIQUE","200","0528833333","mustawsaf.sidi.zouine@minss.gov.ma","https://www.minss.gov.ma","2025-12-14 14:22:20"
"430","Centre Hospitalier Provincial Mohammed VI","150","Route de Targuist, 02300 Al Hoceima","HÔPITAL","400","0539831200",NULL,NULL,"2025-12-14 14:22:20"
"431","مصحة طب الأعين الشيخ مول العينين",NULL,"الدار البيضاء","CLINIQUE","50","0537882796",NULL,NULL,"2025-12-14 14:22:20"
"432","عزيزي فاطمة",NULL,"الرباط, Rue de la Liberté, 10000","CLINIQUE","500","0537761234","info@hospitalezzizifatima.ma","https://hospitalezzizifatima.ma","2025-12-14 14:22:20"
"433","عيادة ابن سينا",NULL,"Rue Ibn Sina, Casablanca","CLINIQUE","200","0522334455","info@ibnsina.ma","https://www.ibnsina.ma","2025-12-14 14:22:20"
"434","مستشفى سيدي قاسم",NULL,"Route de Sidi Qasim, Sidi Qasim","HÔPITAL","250","0525831234","moh@hopital-sidiqasim.ma","https://hopital-sidiqasim.ma","2025-12-14 14:22:20"
"435","المستشفى البلدي الحي المحمدي",NULL,"Route de Casablanca, Hay Mohammadi, Rabat","CLINIQUE","500","0537733131",NULL,NULL,"2025-12-14 14:22:20"
"436","Clinical Les Fleurs",NULL,NULL,"HÔPITAL","400",NULL,NULL,NULL,"2025-12-14 14:22:20"
"437","طبيب النساء و التوليد",NULL,NULL,"HÔPITAL","400","0535468282",NULL,"http://gynecomeknes.ma","2025-12-14 14:22:20"
"438","المركز الصحي الحضري المستوى 1 الوحدة",NULL,NULL,"HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"439","Clinique El Wahda",NULL,"Rue El Wahda, Casablanca","HÔPITAL","150","0522334455","info@elwahda.ma","https://www.elwahda.ma","2025-12-14 14:22:20"
"440","Centre d'Hémodialyse",NULL,NULL,"HÔPITAL","300",NULL,NULL,NULL,"2025-12-14 14:22:20"
"441","Centre Hospitalier Provincial de Benslimane",NULL,"Route de Casablanca, 43 260 Benslimane","HÔPITAL","300","0524980000",NULL,NULL,"2025-12-14 14:22:20"
"442","pratic fatima",NULL,NULL,"CLINIQUE","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"443","TARFAYA",NULL,"Route de l'aéroport, 23000 Tarfaya","HÔPITAL","150","0528831234",NULL,NULL,"2025-12-14 14:22:20"
"444","مستشفى",NULL,NULL,"HÔPITAL","450",NULL,NULL,NULL,"2025-12-14 14:22:20"
"445","SOS Medecin Rabat","152","Boulevard Mohammed V, 10000 Rabat","CLINIQUE","100","0537737373","rabat@sosmedecin.ma","https://www.citydoctor.ma/assistance-médicale","2025-12-14 14:22:20"
"446","Optique Al Qods","153",NULL,"HÔPITAL","350",NULL,NULL,NULL,"2025-12-14 14:22:20"
"447","Cabinet d'Endocrinologie Dr AMGHAR FATIHA","154","Route de l'Agdal, Agadir","HÔPITAL","20","0528833333","fatihamghar@endocrinologie.com","https://www.endocrinologie-agadir.com","2025-12-14 14:22:20"
"448","المستعجلات",NULL,"Adresse non trouvée","HÔPITAL","450",NULL,NULL,NULL,"2025-12-14 14:22:20"
"449","Centre de Santé Rural",NULL,NULL,"CLINIQUE","20",NULL,NULL,NULL,"2025-12-14 14:22:20"
"450","Centre de Santé Rural Niveau 2",NULL,NULL,"CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"451","Centre de Santé Rural Niveau 1 Boutferda",NULL,NULL,"CLINIQUE","30",NULL,NULL,NULL,"2025-12-14 14:22:20"
"452","Hôpital de Proximité Rich",NULL,NULL,"HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"453","Health Center Imzouren","150","Route de Targuist, Imzouren, Al Hoceima","HÔPITAL","50","0539882345","centre.sante.imzouren@minss.gov.ma",NULL,"2025-12-14 14:22:20"
"454","Kiné oum & co","155","Avenue des F.A.R., 20100 Casablanca","HÔPITAL","20","0673240366",NULL,NULL,"2025-12-14 14:22:20"
"455","مصحة طب العيون فاس OCF",NULL,"Route de Taza, Fes","CLINIQUE","200","0535633131","info@ocf.ma","https://www.ocf.ma","2025-12-14 14:22:20"
"456","Hospital Amizmiz",NULL,"Route de Marrakech, Amizmiz, Marrakech","HÔPITAL","200","0661190404",NULL,NULL,"2025-12-14 14:22:20"
"457","مستشفى مولاي الحسن",NULL,"Route de Rabat, 10000 Rabat","HÔPITAL","500","0537733333",NULL,NULL,"2025-12-14 14:22:20"
"458","مستشفى بانيو",NULL,"Route de Bani Ouarain, Bni Ouarain","HÔPITAL","120","0524831111",NULL,NULL,"2025-12-14 14:22:20"
"459","Centre de santé Ouled Berhil",NULL,NULL,"CLINIQUE","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"460","مستشفى بن صميم",NULL,"Route de Tanger, 40000, Tanger","HÔPITAL","500","0539933131",NULL,NULL,"2025-12-14 14:22:20"
"461","المركز الصحي ويسلان 2",NULL,"Route de Wislan, 43150 Wislan","HÔPITAL","150","0525832314","wislancentral@hopital.ma","https://hopitalwislancentral.ma","2025-12-14 14:22:20"
"462","Centre de Santé Rural Belyounech","156","Route de Tétouan, Belyounech","CLINIQUE","150","0538831234","csr.belyounech@minss.gov.ma",NULL,"2025-12-14 14:22:20"
"463","Optical Shop",NULL,NULL,"HÔPITAL","0",NULL,NULL,NULL,"2025-12-14 14:22:20"
"464","Ait ourir",NULL,NULL,"HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"465","Polyclinique Atlas مصحة اطلس",NULL,"Boulevard Mohammed VI, Rabat","CLINIQUE","150","0537737373","info@polycliniqueatlas.ma","https://www.polycliniqueatlas.ma","2025-12-14 14:22:20"
"466","Hospital moulay Ismail",NULL,"Route de Meknès, 23150 Meknès","HÔPITAL","1000","0535632200",NULL,NULL,"2025-12-14 14:22:20"
"467","Parmacie Ichbilya",NULL,NULL,"HÔPITAL","0",NULL,NULL,NULL,"2025-12-14 14:22:20"
"468","Infirmier à domicile","157","Route de Marrakech, 48430 Youssoufia","HÔPITAL","50","0670056227",NULL,NULL,"2025-12-14 14:22:20"
"469","جميع العلاجات التمريضية اليوسفية","157","Route de Marrakech, 48400 Youssoufia","HÔPITAL","500","0670056227",NULL,NULL,"2025-12-14 14:22:20"
"470","هشام الفرملي","158","Route de Meknès, Chemaa","HÔPITAL","0","0670056227",NULL,NULL,"2025-12-14 14:22:20"
"471","هشام الفرملي","159","Route de la ville, Echemmaia ⵛⵎⴰⵄⵉⵢⴰ الشماعية","HÔPITAL","150","0670056227","hisham.fermli@hopital.ma","https://hopital.ma/hisham-fermli","2025-12-14 14:22:20"
"472","HOPITAL DE JOUR","160","Route de la ville, 26000 Khouribga","HÔPITAL","250",NULL,"hopitaldejhouribga@hopitaux.gov.ma","https://www.hopitaldejhouribga.ma","2025-12-14 14:22:20"
"473","Service des urgences",NULL,"Route de Meknès, 26000 Khouribga","HÔPITAL","200","0583838383",NULL,NULL,"2025-12-14 14:22:20"
"474","infirmerie",NULL,"Route de la ville, 48400 Youssoufia","HÔPITAL","150","0670056227","infirmerie.youssoufia@hopitaux-marocains.ma","https://www.hopitaux-marocains.ma/infirmerie-youssoufia","2025-12-14 14:22:20"
"475","Infirmerie tous type de soins",NULL,"Route de Marrakech, 48400 Youssoufia","HÔPITAL","80","0670056227",NULL,NULL,"2025-12-14 14:22:20"
"476","hopital de douar",NULL,NULL,"HÔPITAL","50",NULL,NULL,NULL,"2025-12-14 14:22:20"
"477","المستشفى الجامعي الاقليمي",NULL,"Route de l'aéroport, 40000 Marrakech","HÔPITAL","500","0524432211","univ.marrakech@edu.ma","https://www.univ-marrakech.ac.ma","2025-12-14 14:22:20"
"478","Hôpital Provincial 20 Août",NULL,"Route de l'Hôpital, 40000 Marrakech","HÔPITAL","500","0524433131","hopital20aout@gmail.com","https://www.hopital20aout.ma","2025-12-14 14:22:20"
"479","Hopital charifa",NULL,NULL,"HÔPITAL","120",NULL,NULL,NULL,"2025-12-14 14:22:20"
"480","Clinique de L'Universite",NULL,NULL,"HÔPITAL","150",NULL,NULL,"https://cliniquedeluniversite.ma/","2025-12-14 14:22:20"
"481","Clinique Internationale",NULL,"BP 2155, Route de Rabat, Casablanca","HÔPITAL","500","0522393939",NULL,NULL,"2025-12-14 14:22:20"
"482","APEX Dental Clinic","144","Rue de la Mer, Tanger","HÔPITAL","10","0539933456","info@apexdentalclinic.ma","https://www.apexdentalclinic.ma","2025-12-14 14:22:20"
"483","Polyclinique Belvédère",NULL,"Rue Ibn Sina, Quartier Hadj Mustapha El Alami, Casablanca","CLINIQUE","80","0522434343",NULL,"https://www.cliniquebelvedere.ma","2025-12-14 14:22:20"
"484","Hôpital Princesse Lalla Meriem","163","Route de Rabat, 11600 Larache","HÔPITAL","300",NULL,"hplm@minss.gov.ma","https://www.minss.gov.ma","2025-12-14 14:22:20"
"485","Polyclinique Lixus","163","Route de la Plage, 12200 Larache","HÔPITAL","150","0409823456","info@polycliniquelixus.ma","https://www.polycliniquelixus.ma","2025-12-14 14:22:20"
"486","Projet Centre Hospitalier Provincial d'Ouezzane","164","Route de Tanger, 24000 Ouazzane","HÔPITAL","300",NULL,NULL,NULL,"2025-12-14 14:22:20"
"487","Centre de Santé Urbain المركز الصحي الحضري","164","Route de Meknès, Ouazzane","HÔPITAL","150",NULL,NULL,NULL,"2025-12-14 14:22:20"
"488","Centre de Santé Urbain 9 Juillet","164","Ouazzane","HÔPITAL","60",NULL,NULL,NULL,"2025-12-14 14:22:20"
"489","مصحة متعددة الاختصاصات وزان دار الضمانة",NULL,"Ouazzane","HÔPITAL","200","0661123456","info@hospitalezan.com","https://hospitalezan.com","2025-12-14 14:22:20"
"490","Hôpital Abou El Kacem Zahraoui_Ouazzane مستشفى أبو القاسم الزهراوي وزان","164","Route de Tanger, 24100 Ouazzane","HÔPITAL","250",NULL,"hazouazane@minss.gov.ma","https://www.minss.gov.ma","2025-12-14 14:22:20"
"491","Hôpital","166","Route de Tanger, 24000 Assilah","HÔPITAL","250","0398523456","hopital.assilah@minss.gov.ma","https://www.minss.gov.ma/fr/hopitaux/hopital-assilah","2025-12-14 14:22:20"
"492","Hôpital Le Croissant Rouge d'Asilah","166","Route de Rabat, 92030 Asilah","HÔPITAL","200",NULL,NULL,NULL,"2025-12-14 14:22:20"
"494","Clinique Tingis","144","Tingis, Tanger","HÔPITAL","400",NULL,NULL,NULL,"2025-12-14 14:22:20"
"495","Clinique Longchamps مصحة لونشون",NULL,"Rue de la Clinique, Casablanca","CLINIQUE","150","0522334455","info@cliniquelongchamps.ma","https://cliniquelongchamps.ma/","2025-12-14 14:22:20"
"496","Clinique Ghandi مصحة غاندي",NULL,NULL,"CLINIQUE","80",NULL,NULL,"https://www.ghandiclinic.com/","2025-12-14 14:22:20"
"497","Hôpital Privé International de Casablanca المستشفى الخاص الدولي للدار البيضاء",NULL,"Boulevard Sidi Mohammed Ben Abdallah, 20100 Casablanca","HÔPITAL","200","0522432222",NULL,"https://www.hpi.ma/","2025-12-14 14:22:20"
"498","Clinique Maghreb مصحة المغرب",NULL,"Avenue Hassan II, 10000 Rabat","CLINIQUE","100","0662334085","info@cliniquemaghreb.ma","https://www.cliniquemaghreb.ma","2025-12-14 14:22:20"
"499","Clinique Al Massira مصحة المسيرة",NULL,"Route de Safi, 40000 Marrakech","CLINIQUE","150","0524432222","info@almassira.ma","https://cliniquealmassira.com/","2025-12-14 14:22:20"
"500","Clinique Les Iris مصحة السوسن",NULL,NULL,"CLINIQUE","80",NULL,NULL,NULL,"2025-12-14 14:22:20"
"501","Akdital oasis",NULL,"Rue de la République, Casablanca","HÔPITAL","200","0522334455","info@akditaloasis.ma","https://www.akditaloasis.ma","2025-12-14 14:22:20"
"502","مستوصف آيت حسان Dispensaire rural d’Aït Hassan","168","Route de Timitar, Aït Hassan","CLINIQUE","20","0677889900","moustachait hassan@gmail.com","https://moustachait-hassan.ma","2025-12-14 14:22:20"
"503","La Symphony Dental Centre",NULL,"Rue de la Liberté, Tanger","HÔPITAL","400","0539933333","info@lasymphonydentalcentre.com","https://lasymphonydental.com/","2025-12-14 14:22:20"
"504","Centre de Santé Said Noussairi","144","Rue Said Noussairi, Tanger","HÔPITAL","500","0663613242",NULL,NULL,"2025-12-14 14:22:20"
"505","Clinique Racine مصحة راسين",NULL,"Rue de la Clinique, Casablanca","CLINIQUE","150","0522334455","info@cliniqueracine.ma","https://www.cliniqueracine.ma","2025-12-14 14:22:20"
"506","Clinique Le Parc",NULL,"BP 1234, 10000 Rabat","CLINIQUE","150","0537233456","info@leparc.ma","https://www.leparc.ma","2025-12-14 14:22:20"
"507","Clinique Rachidi",NULL,"BP 114, Avenue Hassan II, 40000 Marrakech","CLINIQUE","100","0524383838","cliniquerachidi@gmail.com","https://www.cliniquerachidi.ma","2025-12-14 14:22:20"
"508","Best Way Medical",NULL,"Boulevard Mohammed VI, Casablanca","CLINIQUE","200","0522334455","info@bestwaymedical.ma","https://www.bestwaymedical.ma","2025-12-14 14:22:20"
"509","Clinique Val d'Anfa مصحة ڤال أنفا",NULL,"Rue des Orangers, 20250 Casablanca","CLINIQUE","150","0522434343","info@cliniquevaldanza.ma","https://cliniquevaldanza.ma/","2025-12-14 14:22:20"
"510","Clinique Attal",NULL,"Rue des Oliviers, 20100 Casablanca","HÔPITAL","150","0522212121","clinique.attal@clinique-attal.ma","https://www.clinique-attal.ma/","2025-12-14 14:22:20"
"511","Clinique Maarif مصحة المعاريف",NULL,"Route de Casablanca, Maarif, Rabat","CLINIQUE","120","0537733333",NULL,NULL,"2025-12-14 14:22:20"
"512","Clinique Socrate",NULL,NULL,"HÔPITAL","600",NULL,NULL,NULL,"2025-12-14 14:22:20"
"513","maison d'accochement","170",NULL,"HÔPITAL","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"514","مركز طب الادمان Centre d'Addictologie, Meknès",NULL,"Route de Fès, Meknès","HÔPITAL","100",NULL,"centre.addictologie.meknes@minss.gov.ma","https://www.minss.gov.ma/fr/centre-addictologie-meknes","2025-12-14 14:22:20"
"515","centre sante fom oued","171","Oued Sidi Ali Belkacem","HÔPITAL","150","0611223344","centre.sante.fom.oued@gmail.com","https://centresante.fom.oued.ma","2025-12-14 14:22:20"
"516","Hôpital Privé de Casablanca Aîn Sebaâ",NULL,"Avenue de l'Armée Royale, Ain Sebaa, Casablanca","CLINIQUE","300","0522434343",NULL,NULL,"2025-12-14 14:22:20"
"517","Clinique Yasmine",NULL,"BP 1234, 10000 Casablanca","CLINIQUE","150","0522123456","info@clinique-yasmine.ma","https://www.clinique-yasmine.ma","2025-12-14 14:22:20"
"518","Hospital Ibn Zohr",NULL,"Route de l'Aéroport, 80000 Agadir","HÔPITAL","500","0528833131",NULL,NULL,"2025-12-14 14:22:20"
"519","مستشفى سيدي عبد الكريم",NULL,"Route de Sidi Bouzid, 43150 Sidi Kacem","HÔPITAL","200",NULL,"mohamed@gmail.com","https://www.mshsidiabdalkarim.ma","2025-12-14 14:22:20"
"520","مستشفى محمد الخامس",NULL,"الرباط, Morocco, Avenue Mohammed V, 10000","HÔPITAL","1000","0537735151",NULL,NULL,"2025-12-14 14:22:20"
"521","مستشفى بياضة",NULL,"الدار البيضاء","HÔPITAL","500","0537737373",NULL,NULL,"2025-12-14 14:22:20"
"522","abda",NULL,NULL,"HÔPITAL","350",NULL,NULL,NULL,"2025-12-14 14:22:20"
"523","ocp",NULL,"Boulevard de l'Académie, 10100 Marrakech","HÔPITAL","1000","0524434141","contact@ocp.ma","https://www.ocp.ma","2025-12-14 14:22:20"
"524","Centre De Sante Sfa (Safi)",NULL,"Route de l'aéroport, 86000 Safi","HÔPITAL","150","0081732334","cde.sfa@minss.gov.ma","https://www.minss.gov.ma/fr/centre-de-sante-sfa-safi","2025-12-14 14:22:20"
"525","Hôpital Mohammed V","144","Boulevard Mohammed VI, Tanger","HÔPITAL","500","0539939393",NULL,NULL,"2025-12-14 14:22:20"
"526","jrayefate",NULL,NULL,"HÔPITAL","40",NULL,NULL,NULL,"2025-12-14 14:22:20"
"527","مستشفى المطار",NULL,"Route de l'aéroport, Casablanca","HÔPITAL","500","0522334455","info@airport.hospital.ma","https://airport.hospital.ma","2025-12-14 14:22:20"
"528","Centre Hospitalier Universitaire Ibn Rochd المركز الإستشفائي الجامعي إبن رشد",NULL,"Boulevard de l'Académie, Casablanca","HÔPITAL","1000",NULL,"chu.ibnrochd@minss.gov.ma","https://chuibnrochd.ma/","2025-12-14 14:22:20"
